base_image,site,flight_day,gt_species,n_crowns
DJI_20241024125051_0004_V_1553zoom.JPG,bcifairchild,20241024,miconia argentea,4
DJI_20241024125130_0006_V_1567zoom.JPG,bcifairchild,20241024,spondias mombin,4
DJI_20241024125244_0010_V_1834zoom.JPG,bcifairchild,20241024,miconia argentea,5
DJI_20241024125324_0012_V_1854zoom.JPG,bcifairchild,20241024,oenocarpus mapora,4
DJI_20241024125408_0014_V_1573zoom.JPG,bcifairchild,20241024,oenocarpus mapora,3
DJI_20241024125603_0020_V_1575zoom.JPG,bcifairchild,20241024,aspidosperma desmanthum,2
DJI_20241024125959_0032_V_1061zoom.JPG,bcifairchild,20241024,luehea seemannii,1
DJI_20241024130040_0034_V_1072zoom.JPG,bcifairchild,20241024,virola sebifera,3
DJI_20241024130203_0038_V_1569zoom.JPG,bcifairchild,20241024,dipteryx oleifera,6
DJI_20241024130237_0040_V_1549zoom.JPG,bcifairchild,20241024,dipteryx oleifera,3
DJI_20241024130315_0042_V_1560zoom.JPG,bcifairchild,20241024,attalea butyracea,5
DJI_20241024130530_0050_V_1513zoom.JPG,bcifairchild,20241024,attalea butyracea,2
DJI_20241024130717_0056_V_1796zoom.JPG,bcifairchild,20241024,dipteryx oleifera,3
DJI_20241024130751_0058_V_2059zoom.JPG,bcifairchild,20241024,aspidosperma desmanthum,5
DJI_20241024130858_0062_V_1791zoom.JPG,bcifairchild,20241024,apeiba tibourbou,3
DJI_20241024130932_0064_V_2071zoom.JPG,bcifairchild,20241024,apeiba tibourbou,2
DJI_20241024132009_0006_V_2078zoom.JPG,bcifairchild,20241024,dipteryx oleifera,5
DJI_20241024132125_0010_V_2363zoom.JPG,bcifairchild,20241024,hieronyma alchorneoides,5
DJI_20241024132206_0012_V_2336zoom.JPG,bcifairchild,20241024,fridericia candicans,4
DJI_20241024132459_0022_V_1039zoom.JPG,bcifairchild,20241024,fridericia candicans,8
DJI_20241024132531_0024_V_1028zoom.JPG,bcifairchild,20241024,apeiba membranacea,3
DJI_20241024132634_0028_V_977zoom.JPG,bcifairchild,20241024,hiraea grandifolia,5
DJI_20241024132806_0034_V_1001zoom.JPG,bcifairchild,20241024,hieronyma alchorneoides,3
DJI_20241024132846_0036_V_1291zoom.JPG,bcifairchild,20241024,hieronyma alchorneoides,4
DJI_20241024132919_0038_V_1044zoom.JPG,bcifairchild,20241024,hieronyma alchorneoides,1
DJI_20241024133040_0042_V_756zoom.JPG,bcifairchild,20241024,alseis blackiana,3
DJI_20241024133200_0046_V_1547zoom.JPG,bcifairchild,20241024,aspidosperma desmanthum,3
DJI_20241024133255_0048_V_1843zoom.JPG,bcifairchild,20241024,virola sebifera,2
DJI_20241024133340_0050_V_1833zoom.JPG,bcifairchild,20241024,attalea butyracea,5
DJI_20241024133425_0052_V_2093zoom.JPG,bcifairchild,20241024,tachigali panamensis,4
DJI_20241024133800_0060_V_1880zoom.JPG,bcifairchild,20241024,dipteryx oleifera,1
DJI_20241024133842_0062_V_1873zoom.JPG,bcifairchild,20241024,attalea butyracea,4
DJI_20241024133927_0064_V_1612zoom.JPG,bcifairchild,20241024,anacardium excelsum,3
DJI_20241024134612_0002_V_1613zoom.JPG,bcifairchild,20241024,virola surinamensis,5
DJI_20241024134705_0004_V_1614zoom.JPG,bcifairchild,20241024,tabebuia rosea,1
DJI_20241024134849_0008_V_1895zoom.JPG,bcifairchild,20241024,hieronyma alchorneoides,1
DJI_20241024134936_0010_V_1884zoom.JPG,bcifairchild,20241024,hieronyma alchorneoides,1
DJI_20241024135022_0012_V_1600zoom.JPG,bcifairchild,20241024,dipteryx oleifera,2
DJI_20241101093015_0006_V_1195zoom.JPG,bcifairchild,20241101,anacardium excelsum,6
DJI_20241101093048_0008_V_1222zoom.JPG,bcifairchild,20241101,anacardium excelsum,4
DJI_20241101093157_0012_V_1229zoom.JPG,bcifairchild,20241101,ochroma pyramidale,5
DJI_20241101093230_0014_V_907zoom.JPG,bcifairchild,20241101,genipa americana,3
DJI_20241101093300_0016_V_1238zoom.JPG,bcifairchild,20241101,attalea butyracea,3
DJI_20241101093435_0022_V_927zoom.JPG,bcifairchild,20241101,spondias mombin,3
DJI_20241101093502_0024_V_676zoom.JPG,bcifairchild,20241101,anacardium excelsum,4
DJI_20241101093636_0030_V_668zoom.JPG,bcifairchild,20241101,virola sebifera,1
DJI_20241101093824_0036_V_899zoom.JPG,bcifairchild,20241101,anacardium excelsum,3
DJI_20241101093929_0040_V_885zoom.JPG,bcifairchild,20241101,anacardium excelsum,3
DJI_20241101094006_0042_V_1186zoom.JPG,bcifairchild,20241101,protium panamense,5
DJI_20241101094208_0048_V_1187zoom.JPG,bcifairchild,20241101,anacardium excelsum,2
DJI_20241101094416_0054_V_874zoom.JPG,bcifairchild,20241101,spondias mombin,3
DJI_20241101094454_0056_V_881zoom.JPG,bcifairchild,20241101,attalea butyracea,3
DJI_20241101094615_0060_V_1162zoom.JPG,bcifairchild,20241101,cupania rufescens,4
DJI_20241101095408_0002_V_875zoom.JPG,bcifairchild,20241101,attalea butyracea,1
DJI_20241101095449_0004_V_1158zoom.JPG,bcifairchild,20241101,jacaranda copaia,4
DJI_20241101095700_0010_V_615zoom.JPG,bcifairchild,20241101,dipteryx oleifera,3
DJI_20241101095742_0012_V_876zoom.JPG,bcifairchild,20241101,virola surinamensis,2
DJI_20241101095910_0016_V_631zoom.JPG,bcifairchild,20241101,attalea butyracea,2
DJI_20241101100044_0020_V_630zoom.JPG,bcifairchild,20241101,spondias mombin,4
DJI_20241101100131_0022_V_639zoom.JPG,bcifairchild,20241101,anacardium excelsum,3
DJI_20241101100216_0024_V_1198zoom.JPG,bcifairchild,20241101,tabebuia rosea,4
DJI_20241101100300_0026_V_1177zoom.JPG,bcifairchild,20241101,spondias mombin,3
DJI_20241101100344_0028_V_1184zoom.JPG,bcifairchild,20241101,spondias mombin,5
DJI_20241101100552_0034_V_449zoom.JPG,bcifairchild,20241101,dipteryx oleifera,3
DJI_20241101100629_0036_V_640zoom.JPG,bcifairchild,20241101,dipteryx oleifera,7
DJI_20241101100707_0038_V_638zoom.JPG,bcifairchild,20241101,dipteryx oleifera,2
DJI_20241101100749_0040_V_444zoom.JPG,bcifairchild,20241101,anacardium excelsum,3
DJI_20241101101055_0048_V_617zoom.JPG,bcifairchild,20241101,attalea butyracea,1
DJI_20241101101142_0050_V_271zoom.JPG,bcifairchild,20241101,attalea butyracea,2
DJI_20241101101229_0052_V_426zoom.JPG,bcifairchild,20241101,oenocarpus mapora,6
DJI_20241101102133_0002_V_413zoom.JPG,bcifairchild,20241101,gustavia superba,2
DJI_20241101102318_0006_V_424zoom.JPG,bcifairchild,20241101,luehea seemannii,6
DJI_20241101102457_0010_V_156zoom.JPG,bcifairchild,20241101,anacardium excelsum,1
DJI_20241101102635_0014_V_433zoom.JPG,bcifairchild,20241101,luehea seemannii,2
DJI_20241101102718_0016_V_432zoom.JPG,bcifairchild,20241101,luehea seemannii,2
DJI_20241101102849_0020_V_298zoom.JPG,bcifairchild,20241101,protium panamense,1
DJI_20241101102932_0022_V_299zoom.JPG,bcifairchild,20241101,anacardium excelsum,2
DJI_20241101103214_0030_V_443zoom.JPG,bcifairchild,20241101,attalea butyracea,1
DJI_20241101103251_0032_V_451zoom.JPG,bcifairchild,20241101,anacardium excelsum,2
DJI_20241101103327_0034_V_469zoom.JPG,bcifairchild,20241101,anacardium excelsum,3
DJI_20241101103404_0036_V_897zoom.JPG,bcifairchild,20241101,anacardium excelsum,4
DJI_20241101103512_0040_V_890zoom.JPG,bcifairchild,20241101,anacardium excelsum,4
DJI_20241101103543_0042_V_452zoom.JPG,bcifairchild,20241101,anacardium excelsum,2
DJI_20241101103613_0044_V_659zoom.JPG,bcifairchild,20241101,eugenia nesiotica,3
DJI_20241101103644_0046_V_457zoom.JPG,bcifairchild,20241101,attalea butyracea,1
DJI_20241101103715_0048_V_650zoom.JPG,bcifairchild,20241101,calophyllum longifolium,6
DJI_20241101103750_0050_V_661zoom.JPG,bcifairchild,20241101,handroanthus guayacan,5
DJI_20241101103821_0052_V_315zoom.JPG,bcifairchild,20241101,trichilia tuberculata,2
DJI_20241101103959_0058_V_670zoom.JPG,bcifairchild,20241101,oenocarpus mapora,4
DJI_20241101104058_0062_V_489zoom.JPG,bcifairchild,20241101,vismia macrophylla,1
DJI_20241101104826_0002_V_943zoom.JPG,bcifairchild,20241101,oenocarpus mapora,6
DJI_20241101105118_0012_V_917zoom.JPG,bcifairchild,20241101,anacardium excelsum,2
DJI_20241101105309_0016_V_1145zoom.JPG,bcifairchild,20241101,hieronyma alchorneoides,4
DJI_20241101105439_0020_V_618zoom.JPG,bcifairchild,20241101,attalea butyracea,2
DJI_20241107103348_0004_V_2188zoom.JPG,bcifairchild,20241107,jacaranda copaia,3
DJI_20241107103541_0010_V_1946zoom.JPG,bcifairchild,20241107,anacardium excelsum,3
DJI_20241107103618_0012_V_2513zoom.JPG,bcifairchild,20241107,astrocaryum standleyanum,4
DJI_20241107103738_0016_V_2199zoom.JPG,bcifairchild,20241107,gustavia superba,6
DJI_20241107104008_0024_V_2225zoom.JPG,bcifairchild,20241107,anacardium excelsum,5
DJI_20241107104037_0026_V_2523zoom.JPG,bcifairchild,20241107,dipteryx oleifera,3
DJI_20241107104105_0028_V_2522zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,5
DJI_20241107104134_0030_V_2227zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,3
DJI_20241107104204_0032_V_2524zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,6
DJI_20241107104232_0034_V_1952zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,4
DJI_20241107104306_0036_V_2218zoom.JPG,bcifairchild,20241107,chrysophyllum cainito,2
DJI_20241107104405_0040_V_1689zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,3
DJI_20241107104439_0042_V_1677zoom.JPG,bcifairchild,20241107,dipteryx oleifera,6
DJI_20241107104541_0046_V_1686zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,1
DJI_20241107104618_0048_V_1674zoom.JPG,bcifairchild,20241107,anacardium excelsum,4
DJI_20241107104655_0050_V_1666zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,3
DJI_20241107104732_0052_V_1669zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,6
DJI_20241107104953_0060_V_2186zoom.JPG,bcifairchild,20241107,handroanthus guayacan,5
DJI_20241107105627_0002_V_2211zoom.JPG,bcifairchild,20241107,dipteryx oleifera,6
DJI_20241107105657_0004_V_2204zoom.JPG,bcifairchild,20241107,dipteryx oleifera,3
DJI_20241107105735_0006_V_1695zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,2
DJI_20241107105809_0008_V_1682zoom.JPG,bcifairchild,20241107,hieronyma alchorneoides,4
DJI_20241107105852_0010_V_1391zoom.JPG,bcifairchild,20241107,astrocaryum standleyanum,3
DJI_20241107105935_0012_V_1146zoom.JPG,bcifairchild,20241107,astrocaryum standleyanum,1
DJI_20241107110253_0022_V_1383zoom.JPG,bcifairchild,20241107,alseis blackiana,3
DJI_20241107110409_0026_V_1925zoom.JPG,bcifairchild,20241107,handroanthus guayacan,3
DJI_20241107110447_0028_V_1654zoom.JPG,bcifairchild,20241107,handroanthus guayacan,6
DJI_20241107110530_0030_V_2185zoom.JPG,bcifairchild,20241107,gustavia superba,5
DJI_20241107110610_0032_V_1922zoom.JPG,bcifairchild,20241107,handroanthus guayacan,3
DJI_20241124084529_0002_V_724zoom.JPG,knightlangbci,20241124,calophyllum longifolium,3
DJI_20241124084654_0006_V_716zoom.JPG,knightlangbci,20241124,anacardium excelsum,2
DJI_20241124084731_0008_V_731zoom.JPG,knightlangbci,20241124,anacardium excelsum,1
DJI_20241124085225_0024_V_738zoom.JPG,knightlangbci,20241124,alseis blackiana,4
DJI_20241124085406_0030_V_743zoom.JPG,knightlangbci,20241124,platypodium elegans,4
DJI_20241124085744_0002_V_346zoom.JPG,knightlangbci,20241124,alseis blackiana,2
DJI_20241124085937_0008_V_732zoom.JPG,knightlangbci,20241124,anacardium excelsum,3
DJI_20241124090010_0010_V_559zoom.JPG,knightlangbci,20241124,alseis blackiana,3
DJI_20241124090044_0012_V_345zoom.JPG,knightlangbci,20241124,platypodium elegans,3
DJI_20241124090120_0014_V_565zoom.JPG,knightlangbci,20241124,handroanthus guayacan,3
DJI_20241124091848_0024_V_1045zoom.JPG,knightlangbci,20241124,dipteryx oleifera,4
DJI_20241126103216_0034_V_626zoom.JPG,knightlangbci,20241126,handroanthus guayacan,3
DJI_20241126103615_0046_V_637zoom.JPG,knightlangbci,20241126,oenocarpus mapora,3
DJI_20241126104220_0066_V_775zoom.JPG,knightlangbci,20241126,dipteryx oleifera,1
DJI_20241127085653_0010_V_2324zoom.JPG,knightlangbci,20241127,tachigali panamensis,4
DJI_20241127092520_0030_V_2091zoom.JPG,knightlangbci,20241127,hieronyma alchorneoides,3
DJI_20241127092924_0042_V_2055zoom.JPG,knightlangbci,20241127,oenocarpus mapora,3
DJI_20241127094604_0006_V_2228zoom.JPG,knightlangbci,20241127,tabebuia rosea,2
DJI_20241127094645_0008_V_2034zoom.JPG,knightlangbci,20241127,miconia argentea,4
DJI_20241127094919_0016_V_2245zoom.JPG,knightlangbci,20241127,tabebuia rosea,2
DJI_20241127095108_0022_V_2227zoom.JPG,knightlangbci,20241127,tabebuia rosea,1
DJI_20241127095941_0046_V_1975zoom.JPG,knightlangbci,20241127,gustavia superba,3
DJI_20241127112045_0004_V_1588zoom.JPG,knightlangbci,20241127,miconia argentea,4
DJI_20241127112126_0006_V_1183zoom.JPG,knightlangbci,20241127,astrocaryum standleyanum,3
DJI_20241127112806_0028_V_957zoom.JPG,knightlangbci,20241127,attalea butyracea,2
DJI_20241127112841_0030_V_819zoom.JPG,knightlangbci,20241127,simarouba amara,7
DJI_20241127113030_0036_V_1117zoom.JPG,knightlangbci,20241127,dipteryx oleifera,4
DJI_20241127113505_0052_V_1280zoom.JPG,knightlangbci,20241127,handroanthus guayacan,1
DJI_20241127113537_0054_V_1461zoom.JPG,knightlangbci,20241127,pourouma bicolor,2
DJI_20241127114114_0070_V_1646zoom.JPG,knightlangbci,20241127,tabebuia rosea,3
DJI_20241127114151_0072_V_1669zoom.JPG,knightlangbci,20241127,handroanthus guayacan,2
DJI_20241202110949_0002_V_1467zoom.JPG,knightlangbci,20241202,handroanthus guayacan,4
DJI_20241202111103_0006_V_1648zoom.JPG,knightlangbci,20241202,handroanthus guayacan,5
DJI_20241202111618_0022_V_1257zoom.JPG,knightlangbci,20241202,dipteryx oleifera,4
DJI_20241202111655_0024_V_895zoom.JPG,knightlangbci,20241202,anacardium excelsum,2
DJI_20241202111823_0028_V_732zoom.JPG,knightlangbci,20241202,ficus insipida,5
DJI_20241202112006_0032_V_1279zoom.JPG,knightlangbci,20241202,handroanthus guayacan,3
DJI_20241202112147_0038_V_1112zoom.JPG,knightlangbci,20241202,cordia panamensis,1
DJI_20241202112237_0040_V_1133zoom.JPG,knightlangbci,20241202,handroanthus guayacan,5
DJI_20241202112314_0042_V_1151zoom.JPG,knightlangbci,20241202,alseis blackiana,3
DJI_20241202112630_0052_V_1541zoom.JPG,knightlangbci,20241202,astrocaryum standleyanum,2
DJI_20241204091740_0002_V_1939zoom.JPG,bcifairchildn,20241204,anacardium excelsum,2
DJI_20241204092012_0008_V_3143zoom.JPG,bcifairchildn,20241204,tabebuia rosea,3
DJI_20241204092144_0012_V_3668zoom.JPG,bcifairchildn,20241204,hieronyma alchorneoides,5
DJI_20241204093012_0032_V_2632zoom.JPG,bcifairchildn,20241204,terminalia amazonia,4
DJI_20241204093202_0036_V_2625zoom.JPG,bcifairchildn,20241204,attalea butyracea,4
DJI_20241204093414_0042_V_2020zoom.JPG,bcifairchildn,20241204,anacardium excelsum,1
DJI_20241204093643_0050_V_1683zoom.JPG,bcifairchildn,20241204,simarouba amara,2
DJI_20241204095122_0010_V_1078zoom.JPG,bcifairchildn,20241204,fridericia candicans,3
DJI_20241204095212_0012_V_646zoom.JPG,bcifairchildn,20241204,gustavia superba,4
DJI_20241204100031_0032_V_191zoom.JPG,bcifairchildn,20241204,anacardium excelsum,3
DJI_20241204100307_0038_V_14zoom.JPG,bcifairchildn,20241204,calophyllum longifolium,4
DJI_20241204100559_0044_V_66zoom.JPG,bcifairchildn,20241204,calophyllum longifolium,2
DJI_20241204100650_0046_V_149zoom.JPG,bcifairchildn,20241204,attalea butyracea,5
DJI_20241204100831_0050_V_261zoom.JPG,bcifairchildn,20241204,anacardium excelsum,1
DJI_20241204100925_0052_V_421zoom.JPG,bcifairchildn,20241204,tabebuia rosea,3
DJI_20241204101014_0054_V_538zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,6
DJI_20241204102337_0019_V_580zoom.JPG,bcifairchildn,20241204,anacardium excelsum,3
DJI_20241204102607_0025_V_185zoom.JPG,bcifairchildn,20241204,anacardium excelsum,4
DJI_20241204102653_0027_V_171zoom.JPG,bcifairchildn,20241204,trichilia tuberculata,4
DJI_20241204104231_0004_V_465zoom.JPG,bcifairchildn,20241204,aspidosperma desmanthum,1
DJI_20241204104336_0006_V_243zoom.JPG,bcifairchildn,20241204,tabebuia rosea,1
DJI_20241204105035_0020_V_1630zoom.JPG,bcifairchildn,20241204,calophyllum longifolium,3
DJI_20241204105123_0022_V_990zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,4
DJI_20241204105213_0024_V_985zoom.JPG,bcifairchildn,20241204,calophyllum longifolium,1
DJI_20241204105457_0030_V_534zoom.JPG,bcifairchildn,20241204,calophyllum longifolium,6
DJI_20241204105547_0032_V_528zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,5
DJI_20241204105641_0034_V_387zoom.JPG,bcifairchildn,20241204,calophyllum longifolium,2
DJI_20241204105737_0036_V_382zoom.JPG,bcifairchildn,20241204,aspidosperma desmanthum,2
DJI_20241204110514_0002_V_695zoom.JPG,bcifairchildn,20241204,aspidosperma desmanthum,4
DJI_20241204110758_0008_V_1602zoom.JPG,bcifairchildn,20241204,tabebuia rosea,5
DJI_20241204110853_0010_V_1591zoom.JPG,bcifairchildn,20241204,calophyllum longifolium,6
DJI_20241204110947_0012_V_1262zoom.JPG,bcifairchildn,20241204,aspidosperma desmanthum,2
DJI_20241204111455_0004_V_2234zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,6
DJI_20241204111625_0008_V_2507zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,2
DJI_20241204112009_0018_V_1887zoom.JPG,bcifairchildn,20241204,ochroma pyramidale,3
DJI_20241204112101_0020_V_2209zoom.JPG,bcifairchildn,20241204,gustavia superba,2
DJI_20241204113213_0002_V_1556zoom.JPG,knightlangbci,20241204,jacaranda copaia,3
DJI_20241204113510_0010_V_1037zoom.JPG,knightlangbci,20241204,simarouba amara,3
DJI_20241204113833_0020_V_1016zoom.JPG,knightlangbci,20241204,miconia argentea,3
DJI_20241204113958_0024_V_1032zoom.JPG,knightlangbci,20241204,handroanthus guayacan,4
DJI_20241204114237_0032_V_950zoom.JPG,knightlangbci,20241204,terminalia amazonia,2
DJI_20241204143300_0004_V_885zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,3
DJI_20241204143708_0010_V_4396zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,3
DJI_20241204143925_0016_V_3661zoom.JPG,bcifairchildn,20241204,tachigali panamensis,3
DJI_20241204144005_0018_V_4169zoom.JPG,bcifairchildn,20241204,dipteryx oleifera,4
DJI_20241204144046_0020_V_4391zoom.JPG,bcifairchildn,20241204,aspidosperma desmanthum,3
DJI_20241204144851_0042_V_3054zoom.JPG,bcifairchildn,20241204,hieronyma alchorneoides,1
DJI_20241204145203_0052_V_3339zoom.JPG,bcifairchildn,20241204,guarea guidonia,3
DJI_20241204150431_0002_V_3607zoom.JPG,bcifairchildn,20241204,handroanthus guayacan,5
DJI_20241204150509_0004_V_3602zoom.JPG,bcifairchildn,20241204,aspidosperma desmanthum,3
DJI_20241204150544_0006_V_3284zoom.JPG,bcifairchildn,20241204,attalea butyracea,3
DJI_20241204150651_0010_V_3843zoom.JPG,bcifairchildn,20241204,terminalia amazonia,2
DJI_20241204150805_0014_V_3553zoom.JPG,bcifairchildn,20241204,astrocaryum standleyanum,1
