base_image,site,flight_day,gt_species,n_crowns
DJI_20250227134759_0020_V_4120zoom.JPG,bcicommtower,20250227,ficus obtusifolia,1
DJI_20250227135123_0026_V_3722zoom.JPG,bcicommtower,20250227,anacardium excelsum,4
DJI_20250304074427_0002_V_6553zoom.JPG,bcicommtower,20250304,mascagnia divaricata,1
DJI_20250304074501_0004_V_5836zoom.JPG,bcicommtower,20250304,hippocratea volubilis,1
DJI_20250304080810_0002_V_6559zoom.JPG,bcicommtower,20250304,dipteryx oleifera,2
DJI_20250304081155_0014_V_5463zoom.JPG,bcicommtower,20250304,calophyllum longifolium,2
DJI_20250304081710_0028_V_6925zoom.JPG,bcicommtower,20250304,anacardium excelsum,1
DJI_20250304081751_0030_V_6611zoom.JPG,bcicommtower,20250304,anacardium excelsum,6
DJI_20250304082045_0038_V_6954zoom.JPG,bcicommtower,20250304,anacardium excelsum,1
DJI_20250304082123_0040_V_7241zoom.JPG,bcicommtower,20250304,uncaria tomentosa,1
DJI_20250304082244_0044_V_6635zoom.JPG,bcicommtower,20250304,uncaria tomentosa,4
DJI_20250304084844_0042_V_6664zoom.JPG,bcicommtower,20250304,anacardium excelsum,4
DJI_20250304084927_0044_V_6973zoom.JPG,bcicommtower,20250304,hieronyma alchorneoides,2
DJI_20250304090339_0004_V_8110zoom.JPG,bcicommtower,20250304,tontelea passiflora,2
DJI_20250304093309_0008_V_7485zoom.JPG,bcicommtower,20250304,cosmibuena macrocarpa,1
DJI_20250305120803_0004_V_6130zoom.JPG,bcicommtower,20250305,tabebuia rosea,1
DJI_20250305121043_0010_V_6151zoom.JPG,bcicommtower,20250305,calophyllum longifolium,3
DJI_20250715132302_0020_V_404zoom.JPG,bci25haplot,20250715,handroanthus guayacan,2
DJI_20250716092042_0032_V_411zoom.JPG,bci25haplot,20250716,cavanillesia platanifolia,6
DJI_20250716094057_0006_V_425zoom.JPG,bci25haplot,20250716,simarouba amara,2
DJI_20250716094403_0016_V_392zoom.JPG,bci25haplot,20250716,dipteryx oleifera,3
DJI_20250716094707_0026_V_341zoom.JPG,bci25haplot,20250716,ficus insipida,1
DJI_20250716100533_0010_V_317zoom.JPG,bci25haplot,20250716,terminalia amazonia,1
DJI_20250716100732_0016_V_340zoom.JPG,bci25haplot,20250716,dipteryx oleifera,2
DJI_20250716105706_0028_V_250zoom.JPG,bci25haplot,20250716,anacardium excelsum,4
DJI_20250716121128_0020_V_79zoom.JPG,bci10haplot,20250716,cavanillesia platanifolia,4
DJI_20250716125520_0013_V_39zoom.JPG,bci10haplot,20250716,platypodium elegans,7
DJI_20250716125558_0015_V_3zoom.JPG,bci10haplot,20250716,hieronyma alchorneoides,2
DJI_20250716131312_0008_V_70zoom.JPG,bci10haplot,20250716,ochroma pyramidale,3
DJI_20250716131654_0018_V_107zoom.JPG,bci10haplot,20250716,brosimum alicastrum,4
DJI_20250717084642_0014_V_61zoom.JPG,bci10haplot,20250717,hura crepitans,2
DJI_20250717084821_0020_V_27zoom.JPG,bci10haplot,20250717,hura crepitans,3
DJI_20250717084929_0022_V_10zoom.JPG,bci10haplot,20250717,hura crepitans,1
DJI_20250717085246_0034_V_58zoom.JPG,bci10haplot,20250717,dipteryx oleifera,3
DJI_20250717091144_0018_V_28zoom.JPG,bci10haplot,20250717,hymenaea courbaril,4
DJI_20250717091446_0030_V_130zoom.JPG,bci10haplot,20250717,alseis blackiana,4
DJI_20250717091620_0036_V_119zoom.JPG,bci10haplot,20250717,trichilia tuberculata,1
DJI_20250717095346_0020_V_68zoom.JPG,bci10haplot,20250717,aspidosperma desmanthum,3
DJI_20250723100907_0001_V_11142zoom.JPG,bci50haplot,20250723,guatteria lucens,4
DJI_20250723101040_0007_V_5473zoom.JPG,bci50haplot,20250723,pourouma bicolor,3
DJI_20250723101143_0011_V_5463zoom.JPG,bci50haplot,20250723,amphilophium crucigerum,3
DJI_20250723101446_0021_V_5464zoom.JPG,bci50haplot,20250723,guatteria lucens,5
DJI_20250723103202_0001_V_6177zoom.JPG,bci50haplot,20250723,inga thibaudiana,7
DJI_20250723103237_0003_V_5531zoom.JPG,bci50haplot,20250723,prioria copaifera,3
DJI_20250723103933_0009_V_6202zoom.JPG,bci50haplot,20250723,prioria copaifera,4
DJI_20250723104100_0015_V_6166zoom.JPG,bci50haplot,20250723,cordia bicolor,3
DJI_20250723104232_0019_V_6155zoom.JPG,bci50haplot,20250723,zanthoxylum ekmanii,6
DJI_20250723110142_0009_V_6234zoom.JPG,bci50haplot,20250723,ceiba pentandra,4
DJI_20250723110320_0015_V_6830zoom.JPG,bci50haplot,20250723,prioria copaifera,1
DJI_20250723112241_0005_V_7384zoom.JPG,bci50haplot,20250723,serjania circumvallata,1
DJI_20250723113024_0029_V_8045zoom.JPG,bci50haplot,20250723,terminalia oblonga,7
DJI_20250723113200_0035_V_8055zoom.JPG,bci50haplot,20250723,senegalia hayesii,1
DJI_20250723115245_0001_V_7322zoom.JPG,bci50haplot,20250723,prioria copaifera,1
DJI_20250723121223_0007_V_7252zoom.JPG,bci50haplot,20250723,prioria copaifera,1
DJI_20250723124414_0035_V_6659zoom.JPG,bci50haplot,20250723,alseis blackiana,3
DJI_20250723132845_0021_V_11029zoom.JPG,bci50haplot,20250723,serjania circumvallata,2
DJI_20250724100228_0013_V_9377zoom.JPG,bci50haplot,20250724,anacardium excelsum,2
DJI_20250724100755_0031_V_9963zoom.JPG,bci50haplot,20250724,hura crepitans,3
DJI_20250724102149_0011_V_10480zoom.JPG,bci50haplot,20250724,fridericia candicans,4
DJI_20250724102521_0021_V_1325zoom.JPG,bci50haplot,20250724,ficus costaricana,3
DJI_20250724121017_0019_V_11761zoom.JPG,bci50haplot,20250724,trichilia tuberculata,2
DJI_20250724121554_0037_V_1101zoom.JPG,bci50haplot,20250724,simarouba amara,5
DJI_20250724123529_0021_V_1044zoom.JPG,bci50haplot,20250724,inga marginata,5
DJI_20250724123815_0031_V_10318zoom.JPG,bci50haplot,20250724,handroanthus guayacan,5
DJI_20250724130527_0031_V_9180zoom.JPG,bci50haplot,20250724,terminalia oblonga,1
DJI_20250724132214_0019_V_8000zoom.JPG,bci50haplot,20250724,hieronyma alchorneoides,3
DJI_20250804145601_0019_V_7753zoom.JPG,bci50haplot,20250804,cordia alliodora,2
DJI_20250804151642_0005_V_7774zoom.JPG,bci50haplot,20250804,cecropia insignis,6
DJI_20250804152001_0017_V_7807zoom.JPG,bci50haplot,20250804,jacaranda copaia,3
DJI_20250804152033_0019_V_7066zoom.JPG,bci50haplot,20250804,cordia alliodora,3
DJI_20250804152324_0027_V_7590zoom.JPG,bci50haplot,20250804,jacaranda copaia,5
DJI_20250807103128_0015_V_5760zoom.JPG,bci50haplot,20250807,jacaranda copaia,3
DJI_20250807111310_0011_V_7658zoom.JPG,bci50haplot,20250807,jacaranda copaia,3
DJI_20250807111502_0017_V_8353zoom.JPG,bci50haplot,20250807,jacaranda copaia,2
DJI_20250807113906_0007_V_6335zoom.JPG,bci50haplot,20250807,brosimum alicastrum,3
DJI_20250807130912_0027_V_6472zoom.JPG,bci50haplot,20250807,attalea butyracea,1
DJI_20250813084610_0007_V_8650zoom.JPG,bci50haplot,20250813,hura crepitans,3
DJI_20250813084756_0013_V_8541zoom.JPG,bci50haplot,20250813,cecropia insignis,3
DJI_20250813085115_0021_V_9798zoom.JPG,bci50haplot,20250813,tachigali panamensis,6
DJI_20250813091042_0013_V_10312zoom.JPG,bci50haplot,20250813,alseis blackiana,1
DJI_20250813091544_0029_V_9688zoom.JPG,bci50haplot,20250813,cecropia insignis,3
DJI_20250813093240_0007_V_9061zoom.JPG,bci50haplot,20250813,brosimum alicastrum,5
DJI_20250813093708_0023_V_9668zoom.JPG,bci50haplot,20250813,brosimum alicastrum,3
DJI_20250813112043_0009_V_10249zoom.JPG,bci50haplot,20250813,hura crepitans,4
DJI_20250813112629_0027_V_11503zoom.JPG,bci50haplot,20250813,aspidosperma desmanthum,3
DJI_20250813121229_0017_V_8967zoom.JPG,bci50haplot,20250813,omphalea diandra,4
DJI_20250813123500_0007_V_8939zoom.JPG,bci50haplot,20250813,attalea butyracea,4
DJI_20250813123605_0011_V_8500zoom.JPG,bci50haplot,20250813,alseis blackiana,5
DJI_20250813133051_0023_V_1480zoom.JPG,bci50haplot,20250813,anacardium excelsum,2
DJI_20250813135702_0021_V_997zoom.JPG,bci50haplot,20250813,alseis blackiana,3
DJI_20250813150243_0019_V_3543zoom.JPG,bci50haplot,20250813,aspidosperma desmanthum,3
DJI_20250814103212_0011_V_3044zoom.JPG,bcitbarbour3o,20250814,doliocarpus multiflorus,4
DJI_20250814104148_0045_V_3684zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,3
DJI_20250814104329_0051_V_5122zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,3
DJI_20250814110501_0057_V_7316zoom.JPG,bcitbarbour3o,20250814,fridericia candicans,3
DJI_20250814111514_0003_V_8126zoom.JPG,bcitbarbour3o,20250814,fridericia candicans,1
DJI_20250814111553_0005_V_7370zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,2
DJI_20250814111624_0007_V_7454zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,4
DJI_20250814112034_0021_V_8179zoom.JPG,bcitbarbour3o,20250814,guapira myrtiflora,4
DJI_20250814112957_0053_V_1577zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,5
DJI_20250814113123_0057_V_1062zoom.JPG,bcitbarbour3o,20250814,hiraea grandifolia,1
DJI_20250814115427_0047_V_8405zoom.JPG,bcitbarbour3o,20250814,hieronyma alchorneoides,3
DJI_20250814115837_0061_V_6714zoom.JPG,bcitbarbour3o,20250814,platypodium elegans,2
DJI_20250814120651_0005_V_5818zoom.JPG,bcitbarbour3o,20250814,bignonia aequinoctialis,4
DJI_20250814121334_0029_V_4821zoom.JPG,bcitbarbour3o,20250814,terminalia amazonia,3
DJI_20250814121736_0043_V_2464zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,2
DJI_20250814121808_0045_V_2406zoom.JPG,bcitbarbour3o,20250814,hieronyma alchorneoides,3
DJI_20250814122112_0055_V_2617zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,4
DJI_20250814122306_0061_V_2602zoom.JPG,bcitbarbour3o,20250814,machaerium isadelphum,4
DJI_20250814122446_0067_V_2648zoom.JPG,bcitbarbour3o,20250814,anacardium excelsum,3
DJI_20250814123622_0021_V_5858zoom.JPG,bcitbarbour3o,20250814,handroanthus guayacan,2
DJI_20250814124007_0033_V_5912zoom.JPG,bcitbarbour3o,20250814,davilla nitida,2
DJI_20250814131053_0047_V_2695zoom.JPG,bcitbarbour3o,20250814,guapira myrtiflora,3
DJI_20250814132512_0019_V_9173zoom.JPG,bcitbarbour3o,20250814,prioria copaifera,2
DJI_20250820095105_0017_V_8846zoom.JPG,bci25haplot,20250820,lafoensia punicifolia,5
DJI_20250820095422_0029_V_7412zoom.JPG,bci25haplot,20250820,handroanthus guayacan,4
DJI_20250820105528_0015_V_5822zoom.JPG,bci25haplot,20250820,dipteryx oleifera,3
DJI_20250820111915_0001_V_5769zoom.JPG,bci25haplot,20250820,handroanthus guayacan,7
DJI_20250821133808_0003_V_3540zoom.JPG,bci50haplot,20250821,inga marginata,3
DJI_20250821134415_0023_V_3552zoom.JPG,bci50haplot,20250821,hura crepitans,1
DJI_20250821134707_0033_V_3520zoom.JPG,bci50haplot,20250821,inga marginata,4
DJI_20250821134807_0037_V_4721zoom.JPG,bci50haplot,20250821,anacardium excelsum,2
DJI_20250821140613_0013_V_4032zoom.JPG,bci50haplot,20250821,trema micranthum,1
DJI_20250821143506_0031_V_2813zoom.JPG,bci50haplot,20250821,poulsenia armata,4
DJI_20250821143710_0039_V_2247zoom.JPG,bci50haplot,20250821,hura crepitans,2
DJI_20250821152326_0023_V_1513zoom.JPG,bci50haplot,20250821,hieronyma alchorneoides,6
DJI_20250821160506_0001_V_2141zoom.JPG,bci50haplot,20250821,poulsenia armata,2
DJI_20250821165552_0001_V_3123zoom.JPG,bci25haplot,20250821,chrysophyllum cainito,1
DJI_20250821165723_0007_V_3827zoom.JPG,bci25haplot,20250821,hieronyma alchorneoides,5
DJI_20250821165819_0011_V_3787zoom.JPG,bci25haplot,20250821,dipteryx oleifera,4
DJI_20250821165926_0015_V_4560zoom.JPG,bci25haplot,20250821,ochroma pyramidale,4
DJI_20250821172134_0009_V_3700zoom.JPG,bci25haplot,20250821,hura crepitans,2
DJI_20250821172332_0017_V_2974zoom.JPG,bci25haplot,20250821,guatteria lucens,1
DJI_20250821172403_0019_V_2973zoom.JPG,bci25haplot,20250821,tabebuia rosea,7
DJI_20250821172431_0021_V_2975zoom.JPG,bci25haplot,20250821,simarouba amara,3
DJI_20250821172543_0025_V_3020zoom.JPG,bci25haplot,20250821,enterolobium cyclocarpum,4
DJI_20250911101243_0025_V_2973zoom.JPG,bci10haplot,20250911,cecropia insignis,2
DJI_20250911104305_0005_V_2918zoom.JPG,bci10haplot,20250911,cecropia insignis,7
DJI_20250911104647_0019_V_3192zoom.JPG,bci10haplot,20250911,trichilia tuberculata,3
DJI_20250911110755_0003_V_3577zoom.JPG,bci10haplot,20250911,attalea butyracea,1
DJI_20250911111440_0025_V_3829zoom.JPG,bci10haplot,20250911,trichilia tuberculata,4
DJI_20250911111651_0031_V_4634zoom.JPG,bci10haplot,20250911,inga marginata,2
DJI_20250911113614_0011_V_369zoom.JPG,bci10haplot,20250911,miconia argentea,4
DJI_20250911113721_0015_V_549zoom.JPG,bci10haplot,20250911,hura crepitans,3
DJI_20250924093853_0019_V_972zoom.JPG,bci10haplot,20250924,dipteryx oleifera,2
DJI_20250926091146_0001_V_791zoom.JPG,bci10haplot,20250926,hura crepitans,2
DJI_20250929121101_0025_V_8436zoom.JPG,bci25haplot,20250929,anacardium excelsum,5
DJI_20250929121312_0033_V_8433zoom.JPG,bci25haplot,20250929,sparrea schippii,5
DJI_20250929123709_0007_V_1586zoom.JPG,bci25haplot,20250929,hura crepitans,2
DJI_20251001102102_0019_V_1516zoom.JPG,bci25haplot,20251001,anacardium excelsum,6
DJI_20251001102205_0021_V_1470zoom.JPG,bci25haplot,20251001,tabebuia rosea,2
DJI_20251001102332_0027_V_1473zoom.JPG,bci25haplot,20251001,tachigali panamensis,3
DJI_20251001102404_0029_V_2048zoom.JPG,bci25haplot,20251001,tabebuia rosea,4
DJI_20251001110946_0013_V_3193zoom.JPG,bci25haplot,20251001,hura crepitans,3
DJI_20251001111523_0033_V_2720zoom.JPG,bci25haplot,20251001,tabebuia rosea,2
DJI_20251001111551_0035_V_2716zoom.JPG,bci25haplot,20251001,dipteryx oleifera,2
DJI_20251001120805_0003_V_4718zoom.JPG,bci25haplot,20251001,handroanthus guayacan,6
DJI_20251001121142_0017_V_5044zoom.JPG,bci25haplot,20251001,anacardium excelsum,4
DJI_20251001123253_0011_V_4181zoom.JPG,bci25haplot,20251001,handroanthus guayacan,5
DJI_20251001123327_0013_V_4234zoom.JPG,bci25haplot,20251001,anacardium excelsum,2
DJI_20251001123929_0033_V_3553zoom.JPG,bci25haplot,20251001,dipteryx oleifera,4
DJI_20251003105657_0021_V_835zoom.JPG,bcizetektower,20251003,calophyllum longifolium,5
DJI_20251003115006_0007_V_2451zoom.JPG,bcizetektower,20251003,jacaranda copaia,4
DJI_20251003121350_0013_V_2192zoom.JPG,bcizetektower,20251003,dipteryx oleifera,2
DJI_20251003121807_0027_V_352zoom.JPG,bcizetektower,20251003,dipteryx oleifera,3
DJI_20251006121444_0005_V_2199zoom.JPG,bcidraytontower,20251006,jacaranda copaia,3
DJI_20251006122123_0027_V_2086zoom.JPG,bcidraytontower,20251006,cordia alliodora,1
DJI_20251006122404_0035_V_2071zoom.JPG,bcidraytontower,20251006,prioria copaifera,3
DJI_20251006124236_0017_V_592zoom.JPG,bcidraytontower,20251006,platypodium elegans,1
DJI_20251006124627_0029_V_1506zoom.JPG,bcidraytontower,20251006,prioria copaifera,3
DJI_20251006130610_0013_V_1255zoom.JPG,bcidraytontower,20251006,dipteryx oleifera,3
DJI_20251006130901_0021_V_1393zoom.JPG,bcidraytontower,20251006,schnella guianensis,5
DJI_20251006131134_0029_V_1388zoom.JPG,bcidraytontower,20251006,jacaranda copaia,4
DJI_20251006131503_0039_V_1387zoom.JPG,bcidraytontower,20251006,jacaranda copaia,1
DJI_20251009084033_0027_V_9836zoom.JPG,bcitbarbour3n,20251009,dipteryx oleifera,4
DJI_20251009090622_0033_V_10606zoom.JPG,bcitbarbour3n,20251009,anacardium excelsum,3
DJI_20251009092300_0007_V_11669zoom.JPG,bcitbarbour3n,20251009,anacardium excelsum,7
DJI_20251009095203_0019_V_9098zoom.JPG,bcitbarbour3n,20251009,dipteryx oleifera,2
DJI_20251009095232_0021_V_9039zoom.JPG,bcitbarbour3n,20251009,jacaranda copaia,2
DJI_20251009101449_0015_V_8337zoom.JPG,bcitbarbour3n,20251009,handroanthus guayacan,3
DJI_20251009101520_0017_V_8264zoom.JPG,bcitbarbour3n,20251009,lacmellea panamensis,3
DJI_20251009102655_0059_V_7342zoom.JPG,bcitbarbour3n,20251009,dipteryx oleifera,3
DJI_20251009104313_0007_V_11707zoom.JPG,bcitbarbour3n,20251009,anacardium excelsum,4
DJI_20251009104415_0011_V_712zoom.JPG,bcitbarbour3n,20251009,anacardium excelsum,2
DJI_20251009104819_0025_V_1503zoom.JPG,bcitbarbour3n,20251009,terminalia amazonia,1
DJI_20251010085038_0007_V_3666zoom.JPG,bcitbarbour3n,20251010,handroanthus guayacan,5
DJI_20251010085605_0025_V_4588zoom.JPG,bcitbarbour3n,20251010,dipteryx oleifera,3
DJI_20251010090434_0055_V_3663zoom.JPG,bcitbarbour3n,20251010,terminalia amazonia,2
DJI_20251010092633_0013_V_9834zoom.JPG,bcitbarbour3n,20251010,dipteryx oleifera,4
DJI_20251010094354_0023_V_665zoom.JPG,bcitbarbour3n,20251010,anacardium excelsum,3
DJI_20251010094844_0039_V_2198zoom.JPG,bcitbarbour3n,20251010,hieronyma alchorneoides,4
DJI_20251010103555_0033_V_562zoom.JPG,bcitbarbour3n,20251010,simarouba amara,2
DJI_20251010103749_0041_V_11622zoom.JPG,bcitbarbour3n,20251010,prioria copaifera,1
DJI_20251010103847_0045_V_570zoom.JPG,bcitbarbour3n,20251010,anacardium excelsum,3
DJI_20251010105041_0003_V_11612zoom.JPG,bcitbarbour3n,20251010,anacardium excelsum,4
DJI_20251010105109_0005_V_11634zoom.JPG,bcitbarbour3n,20251010,prioria copaifera,6
DJI_20251010105415_0015_V_10532zoom.JPG,bcitbarbour3n,20251010,dipteryx oleifera,4
DJI_20251010105444_0017_V_10485zoom.JPG,bcitbarbour3n,20251010,dipteryx oleifera,4
