,global_key,base_image,image_url,full_image_path,lb_label,full_zoom_path,x_min,y_min,x_max,y_max,width,height
3869,DJI_20240911155835_0046_V_5889zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_1054x1884_4109dd7a.jpg,DJI_20240911155835_0046_V_5889zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111540_012_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911155835_0046_V_5889zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20240911155835_0046_V_5889zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_1054x1884_4109dd7a.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20240911155835_0046_V_5889zoom.JPG,388,0,1442,1884,1054,1884
3870,DJI_20241127102356_0004_V_1861zoom_lir_Luehea_seemannii_Planch.__Triana_4000x3000_882f1c9f.jpg,DJI_20241127102356_0004_V_1861zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271018_006_knightlangbciwptsendero/DJI_20241127102356_0004_V_1861zoom.JPG,labelled/Luehea_seemannii/cropped/DJI_20241127102356_0004_V_1861zoom_lir_Luehea_seemannii_Planch.__Triana_4000x3000_882f1c9f.jpg,Luehea seemannii-LUEHSE-LUE1,labelled/Luehea_seemannii/zoom/DJI_20241127102356_0004_V_1861zoom.JPG,0,0,4000,3000,4000,3000
3871,DJI_20241127102515_0008_V_1852zoom_lir_Casearia_icosandra_Sw._Planch.__Triana_ex_Hemsl._3098x2676_a6e3d8b1.jpg,DJI_20241127102515_0008_V_1852zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271018_006_knightlangbciwptsendero/DJI_20241127102515_0008_V_1852zoom.JPG,labelled/Casearia_laetioides_(A.Rich.)_Warb./cropped/DJI_20241127102515_0008_V_1852zoom_lir_Casearia_icosandra_Sw._Planch.__Triana_ex_Hemsl._3098x2676_a6e3d8b1.jpg,Zuelania guidonia-ZUELGU-ZUEG,labelled/Casearia_laetioides_(A.Rich.)_Warb./zoom/DJI_20241127102515_0008_V_1852zoom.JPG,192,136,3290,2812,3098,2676
3872,DJI_20241127102515_0008_V_1852zoom_lir_Casearia_icosandra_Sw._Planch.__Triana_ex_Hemsl._514x1818_7165039b.jpg,DJI_20241127102515_0008_V_1852zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271018_006_knightlangbciwptsendero/DJI_20241127102515_0008_V_1852zoom.JPG,labelled/Casearia_laetioides_(A.Rich.)_Warb./cropped/DJI_20241127102515_0008_V_1852zoom_lir_Casearia_icosandra_Sw._Planch.__Triana_ex_Hemsl._514x1818_7165039b.jpg,Zuelania guidonia-ZUELGU-ZUEG,labelled/Casearia_laetioides_(A.Rich.)_Warb./zoom/DJI_20241127102515_0008_V_1852zoom.JPG,3288,344,3802,2162,514,1818
3873,DJI_20241127111022_0004_V_2008zoom_lir_Pseudobombax_septenatum_Jacq._Dugand_3626x1270_c92f81ae.jpg,DJI_20241127111022_0004_V_2008zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_009_knightlangbciwptsendero/DJI_20241127111022_0004_V_2008zoom.JPG,labelled/Pseudobombax_septenatum/cropped/DJI_20241127111022_0004_V_2008zoom_lir_Pseudobombax_septenatum_Jacq._Dugand_3626x1270_c92f81ae.jpg,Pseudobombax septenatum-PSE1SE-PSE1,labelled/Pseudobombax_septenatum/zoom/DJI_20241127111022_0004_V_2008zoom.JPG,272,1596,3898,2866,3626,1270
3874,DJI_20241127111102_0006_V_2207zoom_lir_Bignonia_aequinoctialis_L._848x1072_2dbce876.jpg,DJI_20241127111102_0006_V_2207zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_009_knightlangbciwptsendero/DJI_20241127111102_0006_V_2207zoom.JPG,labelled/Bignonia_aequinoctialis/cropped/DJI_20241127111102_0006_V_2207zoom_lir_Bignonia_aequinoctialis_L._848x1072_2dbce876.jpg,Cydista aequinoctialis-CYDIAE-CYDA,labelled/Bignonia_aequinoctialis/zoom/DJI_20241127111102_0006_V_2207zoom.JPG,688,48,1536,1120,848,1072
3875,DJI_20241127111102_0006_V_2207zoom_lir_Tabebuia_Gomes_ex_DC._2052x1588_ebbd5208.jpg,DJI_20241127111102_0006_V_2207zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_009_knightlangbciwptsendero/DJI_20241127111102_0006_V_2207zoom.JPG,labelled/Tabebuia_Gomes_ex_DC./cropped/DJI_20241127111102_0006_V_2207zoom_lir_Tabebuia_Gomes_ex_DC._2052x1588_ebbd5208.jpg,Tabebuia,labelled/Tabebuia_Gomes_ex_DC./zoom/DJI_20241127111102_0006_V_2207zoom.JPG,1772,32,3824,1620,2052,1588
3876,DJI_20241127111102_0006_V_2207zoom_lir_Tabebuia_Gomes_ex_DC._1374x530_b2fd5e2a.jpg,DJI_20241127111102_0006_V_2207zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_009_knightlangbciwptsendero/DJI_20241127111102_0006_V_2207zoom.JPG,labelled/Tabebuia_Gomes_ex_DC./cropped/DJI_20241127111102_0006_V_2207zoom_lir_Tabebuia_Gomes_ex_DC._1374x530_b2fd5e2a.jpg,Tabebuia,labelled/Tabebuia_Gomes_ex_DC./zoom/DJI_20241127111102_0006_V_2207zoom.JPG,2324,2364,3698,2894,1374,530
3877,DJI_20241127111102_0006_V_2207zoom_lir_Tabebuia_Gomes_ex_DC._978x612_94ed6eab.jpg,DJI_20241127111102_0006_V_2207zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_009_knightlangbciwptsendero/DJI_20241127111102_0006_V_2207zoom.JPG,labelled/Tabebuia_Gomes_ex_DC./cropped/DJI_20241127111102_0006_V_2207zoom_lir_Tabebuia_Gomes_ex_DC._978x612_94ed6eab.jpg,Tabebuia,labelled/Tabebuia_Gomes_ex_DC./zoom/DJI_20241127111102_0006_V_2207zoom.JPG,396,1724,1374,2336,978,612
3878,DJI_20241127111139_0008_V_2015zoom_lir_Simarouba_amara_Aubl._4000x3000_5cc00f22.jpg,DJI_20241127111139_0008_V_2015zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_009_knightlangbciwptsendero/DJI_20241127111139_0008_V_2015zoom.JPG,labelled/Simarouba_amara/cropped/DJI_20241127111139_0008_V_2015zoom_lir_Simarouba_amara_Aubl._4000x3000_5cc00f22.jpg,Simarouba amara-SIMAAM-SIMA,labelled/Simarouba_amara/zoom/DJI_20241127111139_0008_V_2015zoom.JPG,0,0,4000,3000,4000,3000
3879,DJI_20241202113950_0002_V_333zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_666x1136_cf8a53c7.jpg,DJI_20241202113950_0002_V_333zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021134_007_fairchildnwptsendero/DJI_20241202113950_0002_V_333zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20241202113950_0002_V_333zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_666x1136_cf8a53c7.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20241202113950_0002_V_333zoom.JPG,1192,1656,1858,2792,666,1136
3880,DJI_20241202113950_0002_V_333zoom_lir_Fridericia_candicans_Rich._L.G.Lohmann_706x594_f21dbd45.jpg,DJI_20241202113950_0002_V_333zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021134_007_fairchildnwptsendero/DJI_20241202113950_0002_V_333zoom.JPG,labelled/Fridericia_candicans/cropped/DJI_20241202113950_0002_V_333zoom_lir_Fridericia_candicans_Rich._L.G.Lohmann_706x594_f21dbd45.jpg,Arrabidaea candicans-ARRACA-ARR1,labelled/Fridericia_candicans/zoom/DJI_20241202113950_0002_V_333zoom.JPG,1228,236,1934,830,706,594
3881,DJI_20241127110354_0034_V_1843zoom_lir_Virola_surinamensis_Rol._ex_Rottb._Warb._4000x3000_7c9e8179.jpg,DJI_20241127110354_0034_V_1843zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_008_knightlangbciwptsendero/DJI_20241127110354_0034_V_1843zoom.JPG,labelled/Virola_surinamensis/cropped/DJI_20241127110354_0034_V_1843zoom_lir_Virola_surinamensis_Rol._ex_Rottb._Warb._4000x3000_7c9e8179.jpg,Virola nobilis-VIROSU-VIR2,labelled/Virola_surinamensis/zoom/DJI_20241127110354_0034_V_1843zoom.JPG,0,0,4000,3000,4000,3000
3882,DJI_20241127110429_0036_V_2030zoom_lir_Virola_surinamensis_Rol._ex_Rottb._Warb._4000x3000_68a9a127.jpg,DJI_20241127110429_0036_V_2030zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_008_knightlangbciwptsendero/DJI_20241127110429_0036_V_2030zoom.JPG,labelled/Virola_surinamensis/cropped/DJI_20241127110429_0036_V_2030zoom_lir_Virola_surinamensis_Rol._ex_Rottb._Warb._4000x3000_68a9a127.jpg,Virola nobilis-VIROSU-VIR2,labelled/Virola_surinamensis/zoom/DJI_20241127110429_0036_V_2030zoom.JPG,0,0,4000,3000,4000,3000
3883,DJI_20241127110507_0038_V_2020zoom_lir_Alseis_blackiana_Hemsl._4000x3000_ca4d0600.jpg,DJI_20241127110507_0038_V_2020zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_008_knightlangbciwptsendero/DJI_20241127110507_0038_V_2020zoom.JPG,labelled/Alseis_blackiana/cropped/DJI_20241127110507_0038_V_2020zoom_lir_Alseis_blackiana_Hemsl._4000x3000_ca4d0600.jpg,Alseis blackiana-ALSEBL-ALSB,labelled/Alseis_blackiana/zoom/DJI_20241127110507_0038_V_2020zoom.JPG,0,0,4000,3000,4000,3000
3884,DJI_20241127110542_0040_V_1846zoom_lir_Tetragastris_panamensis_Engl._Kuntze_2064x1882_e0544d92.jpg,DJI_20241127110542_0040_V_1846zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_008_knightlangbciwptsendero/DJI_20241127110542_0040_V_1846zoom.JPG,labelled/Protium_stevensonii/cropped/DJI_20241127110542_0040_V_1846zoom_lir_Tetragastris_panamensis_Engl._Kuntze_2064x1882_e0544d92.jpg,Protium stevensonii-TET2PA-TET2,labelled/Protium_stevensonii/zoom/DJI_20241127110542_0040_V_1846zoom.JPG,1680,112,3744,1994,2064,1882
3885,DJI_20241127110542_0040_V_1846zoom_lir_Tetragastris_panamensis_Engl._Kuntze_1420x852_0535bedd.jpg,DJI_20241127110542_0040_V_1846zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_008_knightlangbciwptsendero/DJI_20241127110542_0040_V_1846zoom.JPG,labelled/Protium_stevensonii/cropped/DJI_20241127110542_0040_V_1846zoom_lir_Tetragastris_panamensis_Engl._Kuntze_1420x852_0535bedd.jpg,Protium stevensonii-TET2PA-TET2,labelled/Protium_stevensonii/zoom/DJI_20241127110542_0040_V_1846zoom.JPG,256,352,1676,1204,1420,852
3886,DJI_20241127110542_0040_V_1846zoom_lir_Tetragastris_panamensis_Engl._Kuntze_1404x742_eb3fb779.jpg,DJI_20241127110542_0040_V_1846zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241127_knightlangbci_wptsendero_m3e/DJI_202411271048_008_knightlangbciwptsendero/DJI_20241127110542_0040_V_1846zoom.JPG,labelled/Protium_stevensonii/cropped/DJI_20241127110542_0040_V_1846zoom_lir_Tetragastris_panamensis_Engl._Kuntze_1404x742_eb3fb779.jpg,Protium stevensonii-TET2PA-TET2,labelled/Protium_stevensonii/zoom/DJI_20241127110542_0040_V_1846zoom.JPG,2328,1992,3732,2734,1404,742
3887,DJI_20240911144902_0002_V_1507zoom_lir_Apeiba_membranacea_Spruce_ex_Benth._4000x1948_21d781b5.jpg,DJI_20240911144902_0002_V_1507zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911144902_0002_V_1507zoom.JPG,labelled/Apeiba_membranacea/cropped/DJI_20240911144902_0002_V_1507zoom_lir_Apeiba_membranacea_Spruce_ex_Benth._4000x1948_21d781b5.jpg,Apeiba membranacea-APEIME-APEM,labelled/Apeiba_membranacea/zoom/DJI_20240911144902_0002_V_1507zoom.JPG,0,1052,4000,3000,4000,1948
3888,DJI_20240911145124_0008_V_1502zoom_lir_Calophyllum_L._536x2616_38996782.jpg,DJI_20240911145124_0008_V_1502zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145124_0008_V_1502zoom.JPG,labelled/Calophyllum/cropped/DJI_20240911145124_0008_V_1502zoom_lir_Calophyllum_L._536x2616_38996782.jpg,Calophyllum,labelled/Calophyllum/zoom/DJI_20240911145124_0008_V_1502zoom.JPG,0,0,536,2616,536,2616
3889,DJI_20240911145124_0008_V_1502zoom_lir_Calophyllum_L._772x1574_8650e64c.jpg,DJI_20240911145124_0008_V_1502zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145124_0008_V_1502zoom.JPG,labelled/Calophyllum/cropped/DJI_20240911145124_0008_V_1502zoom_lir_Calophyllum_L._772x1574_8650e64c.jpg,Calophyllum,labelled/Calophyllum/zoom/DJI_20240911145124_0008_V_1502zoom.JPG,3228,1424,4000,2998,772,1574
3890,DJI_20240911145200_0010_V_1501zoom_lir_Calophyllum_L._3136x736_280a7eb4.jpg,DJI_20240911145200_0010_V_1501zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911145200_0010_V_1501zoom.JPG,labelled/Calophyllum/cropped/DJI_20240911145200_0010_V_1501zoom_lir_Calophyllum_L._3136x736_280a7eb4.jpg,Calophyllum,labelled/Calophyllum/zoom/DJI_20240911145200_0010_V_1501zoom.JPG,628,0,3764,736,3136,736
3891,DJI_20240911150001_0038_V_488zoom_lir_Tabebuia_Gomes_ex_DC._718x1604_7b8162af.jpg,DJI_20240911150001_0038_V_488zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911150001_0038_V_488zoom.JPG,labelled/Tabebuia_Gomes_ex_DC./cropped/DJI_20240911150001_0038_V_488zoom_lir_Tabebuia_Gomes_ex_DC._718x1604_7b8162af.jpg,Tabebuia,labelled/Tabebuia_Gomes_ex_DC./zoom/DJI_20240911150001_0038_V_488zoom.JPG,2932,1088,3650,2692,718,1604
3892,DJI_20240911150108_0040_V_2290zoom_lir_Gustavia_L._1718x756_14e4455f.jpg,DJI_20240911150108_0040_V_2290zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911150108_0040_V_2290zoom.JPG,labelled/Gustavia/cropped/DJI_20240911150108_0040_V_2290zoom_lir_Gustavia_L._1718x756_14e4455f.jpg,Gustavia,labelled/Gustavia/zoom/DJI_20240911150108_0040_V_2290zoom.JPG,680,800,2398,1556,1718,756
3893,DJI_20240911150146_0042_V_2012zoom_lir_Platypodium_elegans_Vogel_2740x2144_3b5be0e3.jpg,DJI_20240911150146_0042_V_2012zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911150146_0042_V_2012zoom.JPG,labelled/Platypodium_elegans/cropped/DJI_20240911150146_0042_V_2012zoom_lir_Platypodium_elegans_Vogel_2740x2144_3b5be0e3.jpg,Platypodium elegans-PLA2EL-PLAE,labelled/Platypodium_elegans/zoom/DJI_20240911150146_0042_V_2012zoom.JPG,1000,816,3740,2960,2740,2144
3894,DJI_20240911150146_0042_V_2012zoom_lir_Platypodium_elegans_Vogel_1394x790_1fc4d9db.jpg,DJI_20240911150146_0042_V_2012zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911150146_0042_V_2012zoom.JPG,labelled/Platypodium_elegans/cropped/DJI_20240911150146_0042_V_2012zoom_lir_Platypodium_elegans_Vogel_1394x790_1fc4d9db.jpg,Platypodium elegans-PLA2EL-PLAE,labelled/Platypodium_elegans/zoom/DJI_20240911150146_0042_V_2012zoom.JPG,744,24,2138,814,1394,790
3895,DJI_20240911150230_0044_V_2003zoom_lir_Luehea_seemannii_Planch.__Triana_3894x2656_ea963e26.jpg,DJI_20240911150230_0044_V_2003zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20240911_bcifairchild_wptsendero_m3e/DJI_202409111441_010_20240909bcinfairchildtrailsm3ewaypointsall20240911T143032/DJI_20240911150230_0044_V_2003zoom.JPG,labelled/Luehea_seemannii/cropped/DJI_20240911150230_0044_V_2003zoom_lir_Luehea_seemannii_Planch.__Triana_3894x2656_ea963e26.jpg,Luehea seemannii-LUEHSE-LUE1,labelled/Luehea_seemannii/zoom/DJI_20240911150230_0044_V_2003zoom.JPG,12,264,3906,2920,3894,2656
3896,DJI_20241202115156_0032_V_15zoom_lir_Tabernaemontana_Plum._ex_L._2470x1302_cb6fc9a0.jpg,DJI_20241202115156_0032_V_15zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021134_007_fairchildnwptsendero/DJI_20241202115156_0032_V_15zoom.JPG,labelled/Tabernaemontana/cropped/DJI_20241202115156_0032_V_15zoom_lir_Tabernaemontana_Plum._ex_L._2470x1302_cb6fc9a0.jpg,Tabernaemontana,labelled/Tabernaemontana/zoom/DJI_20241202115156_0032_V_15zoom.JPG,1528,352,3998,1654,2470,1302
3897,DJI_20241202115254_0034_V_3zoom_lir_Cassipourea_elliptica_Sw._Poir._4000x3000_d956e242.jpg,DJI_20241202115254_0034_V_3zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021134_007_fairchildnwptsendero/DJI_20241202115254_0034_V_3zoom.JPG,labelled/Cassipourea_elliptica/cropped/DJI_20241202115254_0034_V_3zoom_lir_Cassipourea_elliptica_Sw._Poir._4000x3000_d956e242.jpg,Cassipourea elliptica-CASSEL-CAS3,labelled/Cassipourea_elliptica/zoom/DJI_20241202115254_0034_V_3zoom.JPG,0,0,4000,3000,4000,3000
3898,DJI_20241202115501_0038_V_344zoom_lir_Miconia_argentea_Sw._DC._4000x3000_ab7bf9ed.jpg,DJI_20241202115501_0038_V_344zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021134_007_fairchildnwptsendero/DJI_20241202115501_0038_V_344zoom.JPG,labelled/Miconia_argentea/cropped/DJI_20241202115501_0038_V_344zoom_lir_Miconia_argentea_Sw._DC._4000x3000_ab7bf9ed.jpg,Miconia argentea-MICOAR-MIC2,labelled/Miconia_argentea/zoom/DJI_20241202115501_0038_V_344zoom.JPG,0,0,4000,3000,4000,3000
3899,DJI_20241202115546_0040_V_633zoom_lir_Aiouea_montana_Sw._R.Rohde_4000x3000_0f5b3460.jpg,DJI_20241202115546_0040_V_633zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021134_007_fairchildnwptsendero/DJI_20241202115546_0040_V_633zoom.JPG,labelled/Aiouea_montana/cropped/DJI_20241202115546_0040_V_633zoom_lir_Aiouea_montana_Sw._R.Rohde_4000x3000_0f5b3460.jpg,Cinnamomum triplinerve-PHOECI-PHOM,labelled/Aiouea_montana/zoom/DJI_20241202115546_0040_V_633zoom.JPG,0,0,4000,3000,4000,3000
